name,abilities,type1,type2,is_legendary,japanese_name,hp,attack,defense,sp_attack,sp_defense,speed,base_total,classification,generation,base_egg_steps,height_m,weight_kg,base_happiness,capture_rate,experience_growth,percentage_male,pokedex_number,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
Samurott,"['Torrent', 'Shell Armor', 'Sharpness']",water,,0,Daikenki,95,100,85,108,70,70,528,Formidable Pokémon,5,20,1.5,94.6,70,45,1059860,87.5,503,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Patrat,"['Run Away', 'Keen Eye', 'Analytic']",normal,,0,Minezumi,45,55,39,35,39,42,255,Scout Pokémon,5,15,0.5,11.6,70,255,1000000,50,504,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Watchog,"['Illuminate', 'Keen Eye', 'Analytic']",normal,,0,Miruhog,60,85,69,60,69,77,420,Lookout Pokémon,5,20,1.1,27.0,70,255,1000000,50,505,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lillipup,"['Vital Spirit', 'Pickup', 'Run Away']",normal,,0,Yorterrie,45,60,45,25,45,55,275,Puppy Pokémon,5,15,0.4,4.1,70,255,1059860,50,506,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Herdier,"['Intimidate', 'Sand Rush', 'Scrappy']",normal,,0,Herderrie,65,80,65,35,65,60,370,Loyal Dog Pokémon,5,15,0.9,14.7,70,120,1059860,50,507,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Stoutland,"['Intimidate', 'Sand Rush', 'Scrappy']",normal,,0,Mooland,85,100,90,45,90,80,490,Big-Hearted Pokémon,5,15,1.2,61.0,70,45,1059860,50,508,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Purrloin,"['Limber', 'Unburden', 'Prankster']",dark,,0,Choroneko,41,50,37,50,37,66,281,Devious Pokémon,5,20,0.4,10.1,70,255,1000000,50,509,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0
Liepard,"['Limber', 'Unburden', 'Prankster']",dark,,0,Lepardas,64,88,50,88,50,106,446,Cruel Pokémon,5,20,1.1,37.5,70,90,1000000,50,510,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0
Pansage,"['Gluttony', 'Overgrow']",grass,,0,Yanappu,50,53,48,53,48,64,316,Grass Monkey Pokémon,5,20,0.6,10.5,70,190,1000000,87.5,511,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Simisage,"['Gluttony', 'Overgrow']",grass,,0,Yanakkie,75,98,63,98,63,101,498,Thorn Monkey Pokémon,5,20,1.1,30.5,70,75,1000000,87.5,512,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Pansear,"['Gluttony', 'Blaze']",fire,,0,Baoppu,50,53,48,53,48,64,316,High Temp Pokémon,5,20,0.6,11.0,70,190,1000000,87.5,513,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Simisear,"['Gluttony', 'Blaze']",fire,,0,Baokkie,75,98,63,98,63,101,498,Ember Pokémon,5,20,1.0,28.0,70,75,1000000,87.5,514,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Panpour,"['Gluttony', 'Torrent']",water,,0,Hiyappu,50,53,48,53,48,64,316,Spray Pokémon,5,20,0.6,13.5,70,190,1000000,87.5,515,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Simipour,"['Gluttony', 'Torrent']",water,,0,Hiyakkie,75,98,63,98,63,101,498,Geyser Pokémon,5,20,1.0,29.0,70,75,1000000,87.5,516,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Munna,"['Forewarn', 'Synchronize', 'Telepathy']",psychic,,0,Munna,76,25,45,67,55,24,292,Dream Eater Pokémon,5,10,0.6,23.3,70,190,800000,50,517,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Musharna,"['Forewarn', 'Synchronize', 'Telepathy']",psychic,,0,Musharna,116,55,85,107,95,29,487,Drowsing Pokémon,5,10,1.1,60.5,70,75,800000,50,518,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Pidove,"['Big Pecks', 'Super Luck', 'Rivalry']",normal,flying,0,Mamepato,50,55,50,36,30,43,264,Tiny Pigeon Pokémon,5,15,0.3,2.1,70,255,1059860,50,519,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2,1.0,1.0,1.0,2.0,1.0,1.0
Tranquill,"['Big Pecks', 'Super Luck', 'Rivalry']",normal,flying,0,Hatoboh,62,77,62,50,42,65,358,Wild Pigeon Pokémon,5,15,0.6,15.0,70,120,1059860,50,520,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2,1.0,1.0,1.0,2.0,1.0,1.0
Unfezant,"['Big Pecks', 'Super Luck', 'Rivalry']",normal,flying,0,Kenhallow,80,105,80,65,55,93,478,Proud Pokémon,5,15,1.2,29.0,70,45,1059860,50,521,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2,1.0,1.0,1.0,2.0,1.0,1.0
Blitzle,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",electric,,0,Shimama,45,60,32,50,32,76,295,Electrified Pokémon,5,20,0.8,29.8,70,190,1000000,50,522,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Zebstrika,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",electric,,0,Zebraika,75,100,63,80,63,116,497,Thunderbolt Pokémon,5,20,1.6,79.5,70,75,1000000,50,523,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Roggenrola,"['Sturdy', 'Weak Armor', 'Sand Force']",rock,,0,Dangoro,55,75,85,25,25,15,280,Mantle Pokémon,5,15,0.4,18.0,70,255,1059860,50,524,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Boldore,"['Sturdy', 'Weak Armor', 'Sand Force']",rock,,0,Gantle,70,105,105,50,40,20,390,Ore Pokémon,5,15,0.9,102.0,70,120,1059860,50,525,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Gigalith,"['Sturdy', 'Sand Stream', 'Sand Force']",rock,,0,Gigaiath,85,135,130,60,70,25,505,Compressed Pokémon,5,15,1.7,260.0,70,45,1059860,50,526,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Woobat,"['Unaware', 'Klutz', 'Simple']",psychic,flying,0,Koromori,55,45,43,55,43,72,313,Bat Pokémon,5,15,0.4,2.1,70,190,1000000,50,527,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2,1.0,1.0,0.5,2.0,1.0,1.0
Swoobat,"['Unaware', 'Klutz', 'Simple']",psychic,flying,0,Kokoromori,67,57,55,77,55,114,425,Courting Pokémon,5,15,0.9,10.5,70,45,1000000,50,528,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2,1.0,1.0,0.5,2.0,1.0,1.0
Drilbur,"['Sand Rush', 'Sand Force', 'Mold Breaker']",ground,,0,Mogurew,60,85,40,30,45,68,328,Mole Pokémon,5,20,0.3,8.5,70,120,1000000,50,529,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1.0,0.5,1.0,0.5,1.0,2.0
Excadrill,"['Sand Rush', 'Sand Force', 'Mold Breaker']",ground,steel,0,Doryuzu,110,135,60,50,65,88,508,Subterrene Pokémon,5,20,0.7,40.4,70,60,1000000,50,530,0.5,1.0,0.5,0.0,0.5,2.0,2,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0
Audino,"['Healer', 'Regenerator', 'Klutz']",normal,,0,Tabunne,103,60,86,60,86,50,445,Hearing Pokémon,5,20,1.1,31.0,70,255,800000,50,531,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Timburr,"['Guts', 'Sheer Force', 'Iron Fist']",fighting,,0,Dokkorer,75,80,55,25,35,35,305,Muscular Pokémon,5,20,0.6,12.5,70,180,1059860,75,532,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0.5,1.0,1.0
Gurdurr,"['Guts', 'Sheer Force', 'Iron Fist']",fighting,,0,Dotekkotsu,85,105,85,40,50,40,405,Muscular Pokémon,5,20,1.2,40.0,70,90,1059860,75,533,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0.5,1.0,1.0
Conkeldurr,"['Guts', 'Sheer Force', 'Iron Fist']",fighting,,0,Roubushin,105,140,95,55,65,45,505,Muscular Pokémon,5,20,1.4,87.0,70,45,1059860,75,534,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0.5,1.0,1.0
Tympole,"['Swift Swim', 'Hydration', 'Water Absorb']",water,,0,Otamaro,50,50,40,50,40,64,294,Tadpole Pokémon,5,20,0.5,4.5,70,255,1059860,50,535,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Palpitoad,"['Swift Swim', 'Hydration', 'Water Absorb']",water,ground,0,Gamagaru,75,65,55,65,55,69,384,Vibration Pokémon,5,20,0.8,17.0,70,120,1059860,50,536,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Seismitoad,"['Swift Swim', 'Poison Touch', 'Water Absorb']",water,ground,0,Gamageroge,105,85,75,85,75,74,499,Vibration Pokémon,5,20,1.5,62.0,70,45,1059860,50,537,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Throh,"['Guts', 'Inner Focus', 'Mold Breaker']",fighting,,0,Nageki,120,100,85,30,85,45,465,Judo Pokémon,5,20,1.3,55.5,70,45,1000000,100,538,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0.5,1.0,1.0
Sawk,"['Sturdy', 'Inner Focus', 'Mold Breaker']",fighting,,0,Dageki,75,125,75,30,75,85,465,Karate Pokémon,5,20,1.4,51.0,70,45,1000000,100,539,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0.5,1.0,1.0
Sewaddle,"['Swarm', 'Chlorophyll', 'Overcoat']",bug,grass,0,Kurumiru,45,53,70,40,60,42,310,Sewing Pokémon,5,15,0.3,2.5,70,255,1059860,50,540,2.0,1.0,1.0,0.5,1.0,0.5,4,4,1.0,0.25,0.25,2,1.0,2.0,1.0,2.0,1.0,0.5
Swadloon,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",bug,grass,0,Kurumayu,55,63,90,50,80,42,380,Leaf-Wrapped Pokémon,5,15,0.5,7.3,70,120,1059860,50,541,2.0,1.0,1.0,0.5,1.0,0.5,4,4,1.0,0.25,0.25,2,1.0,2.0,1.0,2.0,1.0,0.5
Leavanny,"['Swarm', 'Chlorophyll', 'Overcoat']",bug,grass,0,Hahakomori,75,103,80,70,70,92,490,Nurturing Pokémon,5,15,1.2,20.5,70,45,1059860,50,542,2.0,1.0,1.0,0.5,1.0,0.5,4,4,1.0,0.25,0.25,2,1.0,2.0,1.0,2.0,1.0,0.5
Venipede,"['Poison Point', 'Swarm', 'Speed Boost', 'Quick Feet']",bug,poison,0,Fushide,30,45,59,30,39,57,260,Centipede Pokémon,5,15,0.4,5.3,70,255,1059860,50,543,0.5,1.0,1.0,1.0,0.5,0.25,2,2,1.0,0.25,1.0,1.0,1.0,0.5,2,2.0,1.0,1.0
Whirlipede,"['Poison Point', 'Swarm', 'Speed Boost', 'Quick Feet']",bug,poison,0,Wheega,40,55,99,40,79,47,360,Curlipede Pokémon,5,15,1.2,58.5,70,120,1059860,50,544,0.5,1.0,1.0,1.0,0.5,0.25,2,2,1.0,0.25,1.0,1.0,1.0,0.5,2,2.0,1.0,1.0
Scolipede,"['Poison Point', 'Swarm', 'Speed Boost', 'Quick Feet']",bug,poison,0,Pendror,60,90,89,55,69,112,475,Megapede Pokémon,5,20,2.5,200.5,70,45,1059860,50,545,0.5,1.0,1.0,1.0,0.5,0.25,2,2,1.0,0.25,1.0,1.0,1.0,0.5,2,2.0,1.0,1.0
Cottonee,"['Prankster', 'Infiltrator', 'Chlorophyll']",grass,fairy,0,Monmen,40,27,60,37,50,66,280,Cotton Puff Pokémon,5,20,0.3,0.6,70,190,1000000,50,546,1.0,0.5,0.0,0.5,1.0,0.5,2,2,1.0,0.5,0.5,2,1.0,4.0,1.0,1.0,2.0,0.5
Whimsicott,"['Prankster', 'Infiltrator', 'Chlorophyll']",grass,fairy,0,Elfuun,60,67,85,77,75,116,480,Windveiled Pokémon,5,20,0.7,6.6,70,75,1000000,50,547,1.0,0.5,0.0,0.5,1.0,0.5,2,2,1.0,0.5,0.5,2,1.0,4.0,1.0,1.0,2.0,0.5
Petilil,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",grass,,0,Churine,45,35,50,70,50,30,280,Bulb Pokémon,5,20,0.5,6.6,70,190,1000000,100,548,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Lilligant,"['Chlorophyll', 'Own Tempo', 'Hustle', 'Leaf Guard']",grass,,0,Dredear,70,60,75,110,75,90,480,Flowering PokémonSpinning Pokémon,5,20,1.1,16.3,70,75,1000000,100,549,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Basculin,"['Reckless', 'Adaptability', 'Rock Head', 'Rattled', 'Mold Breaker']",water,,0,Bassrao,70,92,65,80,55,98,460,Hostile PokémonMellow Pokémon,5,40,1.0,18.0,70,190,1000000,50,550,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Sandile,"['Intimidate', 'Moxie', 'Anger Point']",ground,dark,0,Meguroco,50,72,35,35,35,65,292,Desert Croc Pokémon,5,20,0.7,15.2,70,180,1059860,50,551,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2,1.0,0.5,0,0.5,1.0,2.0
Krokorok,"['Intimidate', 'Moxie', 'Anger Point']",ground,dark,0,Waruvile,60,82,45,45,45,74,351,Desert Croc Pokémon,5,20,1.0,33.4,70,90,1059860,50,552,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2,1.0,0.5,0,0.5,1.0,2.0
Krookodile,"['Intimidate', 'Moxie', 'Anger Point']",ground,dark,0,Waruvial,95,117,70,65,70,92,509,Intimidation Pokémon,5,20,1.5,96.3,70,45,1059860,50,553,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2,1.0,0.5,0,0.5,1.0,2.0
Darumaka,"['Hustle', 'Inner Focus']",fire,,0,Darumakka,70,90,45,15,45,50,315,Zen Charm Pokémon,5,20,0.6,37.5,70,120,1059860,50,554,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Darmanitan,"['Sheer Force', 'Gorilla Tactics', 'Zen Mode']",fire,,0,Hihidaruma,105,140,55,30,55,95,480,Blazing PokémonZen Charm Pokémon,5,20,1.3,92.9,70,60,1059860,50,555,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Maractus,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",grass,,0,Maracacchi,75,86,67,106,67,60,461,Cactus Pokémon,5,20,1.0,28.0,70,255,1000000,50,556,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Dwebble,"['Sturdy', 'Shell Armor', 'Weak Armor']",bug,rock,0,Ishizumai,50,65,85,35,35,55,325,Rock Inn Pokémon,5,20,0.3,14.5,70,190,1000000,50,557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
Crustle,"['Sturdy', 'Shell Armor', 'Weak Armor']",bug,rock,0,Iwapalace,70,95,125,65,75,45,475,Stone Home Pokémon,5,20,1.4,200.0,70,75,1000000,50,558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
Scraggy,"['Shed Skin', 'Moxie', 'Intimidate']",dark,fighting,0,Zuruggu,50,75,70,35,70,48,348,Shedding Pokémon,5,15,0.6,11.8,35,180,1000000,50,559,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2,0.5,1.0,1.0,1.0,1.0,1.0,0,0.5,1.0,1.0
Scrafty,"['Shed Skin', 'Moxie', 'Intimidate']",dark,fighting,0,Zuruzukin,65,90,115,45,115,58,488,Hoodlum Pokémon,5,15,1.1,30.0,70,90,1000000,50,560,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2,0.5,1.0,1.0,1.0,1.0,1.0,0,0.5,1.0,1.0
Sigilyph,"['Wonder Skin', 'Magic Guard', 'Tinted Lens']",psychic,flying,0,Symboler,72,58,80,103,80,97,490,Avianoid Pokémon,5,20,1.4,14.0,70,45,1000000,50,561,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2,1.0,1.0,0.5,2.0,1.0,1.0
Yamask,"['Mummy', 'Wandering Spirit']",ghost,,0,Desumasu,38,30,85,55,65,30,303,Spirit Pokémon,5,25,0.5,1.5,70,190,1000000,50,562,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
Cofagrigus,['Mummy'],ghost,,0,Desukarn,58,50,145,95,105,30,483,Coffin Pokémon,5,25,1.7,76.5,70,90,1000000,50,563,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
Tirtouga,"['Solid Rock', 'Sturdy', 'Swift Swim']",water,rock,0,Protoga,54,78,103,53,45,22,355,Prototurtle Pokémon,5,30,0.7,16.5,70,45,1000000,87.5,564,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Carracosta,"['Solid Rock', 'Sturdy', 'Swift Swim']",water,rock,0,Abagoura,74,108,133,83,65,32,495,Prototurtle Pokémon,5,30,1.2,81.0,70,45,1000000,87.5,565,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Archen,['Defeatist'],rock,flying,0,Archen,55,112,45,74,45,70,401,First Bird Pokémon,5,30,0.5,9.5,70,45,1000000,87.5,566,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2,0.5,0.5,1.0,2.0,2.0,2.0
Archeops,['Defeatist'],rock,flying,0,Archeos,75,140,65,112,65,110,567,First Bird Pokémon,5,30,1.4,32.0,70,45,1000000,87.5,567,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2,0.5,0.5,1.0,2.0,2.0,2.0
Trubbish,"['Stench', 'Sticky Hold', 'Aftermath']",poison,,0,Yabukuron,50,50,62,40,62,65,329,Trash Bag Pokémon,5,20,0.6,31.0,70,190,1000000,50,568,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2,1.0,1.0,1.0
Garbodor,"['Stench', 'Weak Armor', 'Aftermath']",poison,,0,Dustdas,80,95,82,60,82,75,474,Trash Heap Pokémon,5,20,1.9,107.3,70,60,1000000,50,569,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2,1.0,1.0,1.0
Zorua,['Illusion'],dark,,0,Zorua,40,65,40,80,40,65,330,Tricky Fox PokémonSpiteful Fox Pokémon,5,25,0.7,12.5,70,75,1059860,87.5,570,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0
Zoroark,['Illusion'],dark,,0,Zoroark,60,105,60,120,60,105,510,Illusion Fox PokémonBaneful Fox Pokémon,5,20,1.6,81.1,70,45,1059860,87.5,571,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0
Minccino,"['Cute Charm', 'Technician', 'Skill Link']",normal,,0,Chillarmy,55,50,40,40,40,75,300,Chinchilla Pokémon,5,15,0.4,5.8,70,255,800000,25,572,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cinccino,"['Cute Charm', 'Technician', 'Skill Link']",normal,,0,Chillaccino,75,95,60,65,60,115,470,Scarf Pokémon,5,15,0.5,7.5,70,60,800000,25,573,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gothita,"['Frisk', 'Competitive', 'Shadow Tag']",psychic,,0,Gothimu,45,30,50,55,65,45,290,Fixation Pokémon,5,20,0.4,5.8,70,200,1059860,25,574,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Gothorita,"['Frisk', 'Competitive', 'Shadow Tag']",psychic,,0,Gothimiru,60,45,70,75,85,55,390,Manipulate Pokémon,5,20,0.7,18.0,70,100,1059860,25,575,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Gothitelle,"['Frisk', 'Competitive', 'Shadow Tag']",psychic,,0,Gothiruselle,70,55,95,95,110,65,490,Astral Body Pokémon,5,20,1.5,44.0,70,50,1059860,25,576,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Solosis,"['Overcoat', 'Magic Guard', 'Regenerator']",psychic,,0,Uniran,45,30,40,105,50,20,290,Cell Pokémon,5,20,0.3,1.0,70,200,1059860,50,577,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Duosion,"['Overcoat', 'Magic Guard', 'Regenerator']",psychic,,0,Doublan,65,40,50,125,60,30,370,Mitosis Pokémon,5,20,0.6,8.0,70,100,1059860,50,578,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Reuniclus,"['Overcoat', 'Magic Guard', 'Regenerator']",psychic,,0,Lanculus,110,65,75,125,85,30,490,Multiplying Pokémon,5,20,1.0,20.1,70,50,1059860,50,579,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Ducklett,"['Keen Eye', 'Big Pecks', 'Hydration']",water,flying,0,Koaruhie,62,44,50,44,50,55,305,Water Bird Pokémon,5,20,0.50,5.5,70,190,1000000,50,580,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
Swanna,"['Keen Eye', 'Big Pecks', 'Hydration']",water,flying,0,Swanna,75,87,63,87,63,98,473,White Bird Pokémon,5,20,1.3,24.2,70,45,1000000,50,581,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
Vanillite,"['Ice Body', 'Snow Cloak', 'Weak Armor']",ice,,0,Vanipeti,36,50,50,65,60,44,305,Fresh Snow Pokémon,5,20,0.4,5.7,70,255,1250000,50,582,1.0,1.0,1.0,1.0,1.0,2.0,2,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Vanillish,"['Ice Body', 'Snow Cloak', 'Weak Armor']",ice,,0,Vanirich,51,65,65,80,75,59,395,Icy Snow Pokémon,5,20,1.1,41.0,70,120,1250000,50,583,1.0,1.0,1.0,1.0,1.0,2.0,2,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Vanilluxe,"['Ice Body', 'Snow Warning', 'Weak Armor']",ice,,0,Baivanilla,71,95,85,110,95,79,535,Snowstorm Pokémon,5,20,1.3,57.5,70,45,1250000,50,584,1.0,1.0,1.0,1.0,1.0,2.0,2,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Deerling,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",normal,grass,0,Shikijika,60,60,50,40,50,75,335,Season Pokémon,5,20,0.6,19.5,70,190,1000000,50,585,2.0,1.0,1.0,0.5,1.0,2.0,2,2,0.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Sawsbuck,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",normal,grass,0,Mebukijika,80,100,70,60,70,95,475,Season Pokémon,5,20,1.9,92.5,70,75,1000000,50,586,2.0,1.0,1.0,0.5,1.0,2.0,2,2,0.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
